"Leviticus Church","Food pantry.","","114-12 Van Wyck Expressway","SOUTH OZONE PARK","NY","11420","(718) 322-1095","","Wed: 1:00 PM - 2:00 PM; Sat: 12:00 PM - 1:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Little Sisters of the Assumption","Food pantry.","","333 East 115th Street","NEW YORK","NY","10029","(646) 672-5200","","Fri: 1:30 PM - 3:30 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Love Fellowship Tabernacle, Inc","Food pantry.","","464 Liberty Avenue","BROOKLYN","NY","11207","(718) 235-2266","","Tue: 2:00 PM - 5:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Loyal Baptist Church","Soup kitchen.","","881 East 167th Street","BRONX","NY","10459","(718) 328-3512","","Thu: 11:00 AM - 3:00 PM","Call ahead.","Free.","Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Macedonia African Methodist Episcopal Church","Food pantry.","","37-22 Union Street","FLUSHING","NY","11354","(718) 353-5870","","Wed: 9:00 AM - 1:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Macedonia Church Assembly of God Bread of Life","Food pantry.","","340 East 106th Street","NEW YORK","NY","10029","(212) 410-3412","","Fri: 9:00 AM - 10:30 AM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Make the Road New York","Food pantry.","","301 Grove Street","BROOKLYN","NY","11237","(718) 418-7690","","Fri: 8:30 AM - 10:00 AM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Manna Of Life Ministries Inc","Soup kitchen.","","578 East 166th street","BRONX","NY","10456","(347) 577-5788","","Sat: 11:00 AM - 1:00 PM","Call ahead.","Free.","Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Masbia of Flatbush","Soup kitchen with kosher food.","","1372 Coney Island Avenue","BROOKLYN","NY","11230","(718) 534-7410","","Sun - Thu: 3:00 PM - 7:30 PM","Call ahead.","Free.","Kosher Diet, Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Masbia of Flatbush","Food pantry with kosher food.","","1372 Coney Island Avenue","BROOKLYN","NY","11230","(718) 534-7410","","Thu: 3:00 PM - 7:30 PM","Call ahead.","Free.","Food Pantry, Kosher Diet","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Masbia of Queens","Food pantry with kosher food.","","98-08 Queens Boulevard","REGO PARK","NY","11374","(718) 972-4446 x203","","Thu: 11:00 AM - 2:00 PM; 3:00 PM - 7:30 PM","Call ahead.","Free.","Food Pantry, Kosher Diet","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Masbia of Queens Food","Soup kitchen with kosher food.","","98-08 Queens Boulevard","REGO PARK","NY","11374","(718) 972-4446 x203","","Mon, Tue, Wed, Thu, Sun: 3:00 PM - 7:30 PM","Call ahead.","Free.","Kosher Diet, Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Metropolitan Community Church of NY","Food pantry.","","447 West 36th Street","NEW YORK","NY","10018","(212) 629-7400","","Thu: 9:00 AM - 10:00 AM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Momentum Project at Church of God of Prophecy","Food pantry offering an HIV/AIDS diet. 
","","85 East 165th Street","BRONX","NY","10452","(212) 691-8100 x2103","","Mon: 4:00 PM - 7:00 PM; Wed: 11:00 AM - 1:00 PM, 4:00 PM - 7:00 PM","Call ahead.","Free.","Food Pantry, HIV/AIDS Diet","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Momentum Project at Church of God of Prophecy","Soup kitchen offering an HIV/AIDS diet.","","85 East 165 Street","BRONX","NY","10452","(212) 691-8100 x2103","","Mon: 4:00 PM - 7:00 PM; Wed: 11:00 AM - 1:00 PM, 4:00 PM - 7:00 PM","Call ahead.","Free.","HIV/AIDS Diet, Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Momentum Project at Lutheran Church of the Risen Christ","Soup kitchen.","","250 Blake Avenue","BROOKLYN","NY","11212","","","Wed: 11:00 AM - 1:30 PM","Call ahead.","Free.","Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Momentum Project at Lutheran Church of the Risen Christ","Food pantry.","","250 Blake Avenue","BROOKLYN","NY","11212","","","Wed: 11:00 AM - 1:30 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Momentum Project at St Joseph's Church","Soup kitchen offering an HIV/AIDS diet.","","405 West 125th Street","NEW YORK","NY","10027","(212) 691-8100","","Fri: 3:00 PM - 5:30 PM","Call ahead.","Free.","HIV/AIDS Diet, Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Momentum Project at St Paul's the Apostle Church","Food pantry offering an HIV/AIDS diet. 
","","405 West 59th Street","NEW YORK","NY","10019","(212) 265-3495","","Wed: 11:30 AM - 12:30 PM, 4:00 PM - 6:30 PM","Call ahead.","Free.","Food Pantry, HIV/AIDS Diet","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Momentum Project at St Paul's the Apostle Church","Soup kitchen offering an HIV/AIDS diet.","","405 West 59th Street","NEW YORK","NY","10019","(212) 265-3495","","Wed: 11:30 AM - 12:30 PM, 4:00 PM - 6:30 PM","Call ahead.","Free.","HIV/AIDS Diet, Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Momentum Project at St Peter's Church","Soup kitchen offering an HIV/AIDS diet.","","619 Lexington Avenue","NEW YORK","NY","10022","(212) 691-8100 x2103","","Tue: 11:00 AM - 1:00 PM, 4:00 PM - 7:00 PM","Call ahead.","Free.","HIV/AIDS Diet, Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Momentum Project at St Peter's Church","Food pantry offering an HIV/AIDS diet. 
","","619 Lexington Avenue","NEW YORK","NY","10022","(212) 691-8100 x2103","","Tue: 11:00 AM - 1:00 PM, 4:00 PM - 7:00 PM","Call ahead.","Free.","Food Pantry, HIV/AIDS Diet","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Momentum Project at St joseph's Church","Food pantry offering an HIV/AIDS diet. 
","","405 West 125th Street","NEW YORK","NY","10027","(212) 691-8100","","Fri: 3:00 PM - 5:30 PM","Call ahead.","Free.","Food Pantry, HIV/AIDS Diet","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"More Grace Redemptive Center","Food pantry.","","646 Parkside Avenue","BROOKLYN","NY","11226","(718) 693-7074","","Tue: 11:00 AM - 1:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Morris Brown Helping Hand Food Program","Food pantry.","","145-03 Rockaway Boulevard","JAMAICA","NY","11436","(718) 322-7596","","Wed: 10:00 AM - 12:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Morris Brown Helping Hand Food Program ","Soup kitchen.","","145-03 Rockaway Boulevard","JAMAICA","NY","11436","(718) 322-7596","","Sat: 1:00 PM - 2:00 PM","Call ahead.","Free.","Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Morrisania Revitalization Corporation","Food pantry.","","576 East 165th Street","BRONX","NY","10456","(718) 589-7858","","Fri: 10:00 AM - 12:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Mount Horeb Baptist Church","Food pantry.","","109-20 34th Avenue","CORONA","NY","11368","(718) 639-9066","","Fri: 8:00 AM - 9:30 AM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Mount Horeb Baptist Church","Soup kitchen. ","","109-20 34th Avenue","CORONA","NY","11368","(718) 639-9066","","Tue: 12:00 PM - 2:00 PM","Call ahead.","Free.","Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Mount Olivet Baptist Church Community Meal Program","Food pantry.","","201 Lenox Avenue","NEW YORK","NY","10027","(212) 864-1155","","Tue, Wed: 10:30 AM - 11:30 AM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Mount Olivet Food Pantry","Food pantry.","","33-27 97th Street","CORONA","NY","11368","(718) 478-0780","","Wed: 5:30 PM - 6:30 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Mount Paran Community Development Corp Food Provider I","Food pantry. ","","1665 Broadway ","BROOKLYN","NY","11207","(718) 443-8217","","Tue: 10:30 AM - 11:30 AM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Mount Paran Community Development Corp Food Provider II","Soup kitchen. ","","1665 Broadway ","BROOKLYN","NY","11207","(718) 443-8217","","Tue, Wed, Fri: 12:00 PM - 1:00 PM","Call ahead.","Free.","Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Mount Zion African Methodist Episcopal Church Outreach Program","Food pantry. ","","1765 Madison Avenue","NEW YORK","NY","10029","(212) 369-6643","","Fri: 10:00 AM - 11:00 AM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Movement of Pentecostal Christian Church","Food pantry.","","90-92 Summit Street","BROOKLYN","NY","11231","(718) 253-1941","","Sun: 12:30 PM - 2:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"National Commission for Jewish Education","Food pantry with kosher food.","","824 Eastern Parkway","BROOKLYN","NY","11213","(718) 735-0200","","Fri: 12:00 PM - 1:00 PM","Call ahead.","Free.","Food Pantry, Kosher Diet","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"National Council of Jewish Women","Soup kitchen.","","241 West 72nd Street","NEW YORK","NY","10023","(212) 799-7205","","Sun: 11:30 AM - 12:30 PM; Wed: 5:00 PM - 6:00 PM","Call ahead.","Free.","Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"National Council of Jewish Women","Food pantry.","","241 West 72nd Street","NEW YORK","NY","10023","(212) 799-7205","","Mon: 10:30 PM - 2:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"National Sorority of Phi Delta Kappa","Food pantry.","","117-08 Merrick Boulevard","JAMAICA","NY","11434","(718) 723-1119","","Tue, Thu: 4:00 PM - 6:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Neighbors Together","Soup kitchen.","","2094 Fulton Street","BROOKLYN","NY","11233","(718) 498-7256","","Mon - Fri: 12:00 PM - 2:00 PM, 4:00 PM - 6:00 PM","Call ahead.","Free.","Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"New Convenant Community Development","Food pantry.","","1175 Boston Road","BRONX","NY","10456","(718) 328-6072","","Thu: 10:00 AM - 1:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"New Gethsemane Baptist Church Feeding Program","Non-profit soup kitchen.","","209 Rochester Avenue","BROOKLYN","NY","11213","(718) 756-0120","","Wed: 12:00 PM - 2:00 PM; Fri: 9:00 AM - 11:00 AM","Call ahead.","Call for information.","Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"New Life Community Development Corporation","Food pantry.","","82-10 Queens Boulevard ","ELMHURST","NY","11373","(718) 424-0122","","Tue: 6:00 PM - 8:00 PM; Sat: 10:00 AM - 12:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"New Life Seventh Day Adventist Church","Food pantry.","","885-87 Thomas Boyland Street","BROOKLYN","NY","11213","(718) 342-1477","","Sun: 8:00 AM - 10:00 AM; Mon: 5:00 PM - 7:00 PM; Tue: 6:00 PM - 8:00 PM
","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"New St John Baptist Church","Food pantry.","","2409 Lorillard Place","BRONX","NY","10458","(718) 220-4148","","Fri: 8:00 AM - 10:00 AM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"New York City Rescue Mission","Food pantry.","","90 Lafayette Street","NEW YORK","NY","10013","(212) 226-6214","","Mon, Wed, Fri: 1:30 PM - 2:30 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"New York City Rescue Mission","Soup kitchen.","","90 Lafayette Street","NEW YORK","NY","10013","(212) 226-6214","","Mon - Sun: 6:30 AM - 7:00 AM and 5:00 PM - 6:30 PM ","Call ahead.","Free.","Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"New York Common Pantry","Soup kitchen.","","8 East 109th Street","NEW YORK","NY","10029","(917) 720-9700","","Mon: 8:00 - 9:30 AM, 4:30 PM - 6:00 PM; Tue: 8:00 AM - 9:30 AM; Wed: 8:00 AM - 9:30 AM, 4:30 PM - 6:00 PM; Thu: 8:00 AM - 9:15 AM; Fri: 8:00 AM - 9:15 AM, 4:30 PM - 6:00 PM","Call ahead.","Free.","Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"New York Common Pantry I","Food pantry.","","8 East 109th Street","NEW YORK","NY","10029","(917) 720-9700","","Wed - Sat: 10:00 AM - 2:30 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Newman Memorial United Methodist Church","Soup kitchen. ","","257 Macon Street","BROOKLYN","NY","11216","(718) 622-7955","","Tue: 9:30 AM - 10:30 AM, 12:00 PM - 1:30 PM","Call ahead.","Free.","Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Newman Memorial United Methodist Church Food Provider I","Food pantry.","","257 Macon Street","BROOKLYN","NY","11216","(718) 622-7955","","Tue: 10:00 AM - 2:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Northeast Brooklyn Department of Social Services","Food pantry.","","376 Throop Avenue ","BROOKLYN","NY","11221","(718) 453-9490","","Tue, Thu: 10:00 AM - 12:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"One Way Church of Christ","Food pantry.","","216-11 Merrick Boulevard","SPRINGFIELD GARDENS","NY","11413","(718) 525-4260","","Sat: 11:30 AM - 2:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Other People In Need (OPIN)","Soup kitchen.","","1768 St. Johns Place","BROOKLYN","NY","11233","(718) 498-8845","","Wed: 7:00 PM - 9:00 PM","Call ahead.","Free.","Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Our Lady of Angels Human Services","Food pantry.","","336 73rd Street","BROOKLYN","NY","11209","(718) 680-6344","","Mon, Wed, Fri: 10:00 AM - 12:00 PM and 1:00 PM - 2:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Our Lady of Good Counsel Church Staten Island","Food pantry.","","42 Austin Place","STATEN ISLAND","NY","10304","(718) 447-1504","","Sat: 10:00 AM - 11:00 AM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Our Lady of Grace Ministry","Food pantry.","","158-10 101st Street","HOWARD BEACH","NY","11414","(718) 845-6635","","Tue, Thu: 10:00 AM - 1:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Our Lady of Grace Parish Ministry","Food pantry. ","","2322 East 4th Street","BROOKLYN","NY","11223","(718) 375-0668","","Mon - Fri: 9:00 AM - 11:30 AM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Our Lady of Grace Parish Ministry","Soup kitchen.","","2322 East 4th Street","BROOKLYN","NY","11233","(718) 375-0668","","Wed: 12:00 PM - 1:00 PM; Fri: 9:00 AM - 10:00 AM
","Call ahead.","Free.","Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Our Lady of Grace Social Outreach Ministry","Food pantry.","","3985 Bronxwood Avenue","BRONX","NY","10466","(718) 652-4817","","Mon: 1:00 PM - 3:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Our Lady of Mercy Church","Food pantry.","","680 Mother Gaston Boulevard","BROOKLYN","NY","11212","(718) 346-3166","","Mon - Fri: 9:00 AM - 11:00 AM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Our Lady of Miracles - Canarsie Cluster Center","Food pantry.","","757 East 86th Street","BROOKLYN","NY","11236","(718) 257-2400","","Sat: 10:00 AM - 11:30 AM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Our Lady of Refuge ","Food pantry.","","290 E 196th Street","BRONX","NY","10458","(718) 367-4690","","Tue, Thu: 9:00 AM - 10:00 AM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","Call for information.","Call for information.","",""
"Our Lady of Refuge Roman Catholic Church ","Food pantry.","","2020 Foster Avenue","BROOKLYN","NY","11210","(718) 434-2090","","Weds: 9:30 AM - 1:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Our Lady of Sorrows","Food pantry. ","","213 Stanton Street","NEW YORK","NY","10002","(212) 673-0900","","Mon, Wed:  11:00 AM - 12:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Park Slope Christian Help","Soup kitchen.","","200 4th Avenue","BROOKLYN","NY","11217","(718) 237-2962","","Mon - Fri: 11:30 AM - 4:00 PM, Sat: 11:30 AM - 2:00 PM","Call ahead.","Free.","Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Part of the Solution (POTS)","Soup kitchen.","","2759 Webster Avenue","BRONX","NY","10458","(718) 220-4892","","Mon - Sun: 12:30 PM - 3:30 PM","Call ahead.","Free.","Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Part of the Solution (POTS)","Food pantry.","","2759 Webster Avenue","BRONX","NY","10458","(718) 220-4892","","Mon - Thu: 9:00 AM - 12:00 PM; Fri: 3:30 PM - 4:30 PM; Sat: 9:00 AM - 12:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Peniel Haitian Church of the Christian and Missionary Alliance","Food pantry.","","2741 Albermarle Road","BROOKLYN","NY","11226","(718) 469-3685","","Sat: 10:00 AM - 12:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Presbyterian Church of the Crossroad Food Pantry","Food pantry.","","133 Elton Street","BROOKLYN","NY","11205","(718) 235-9843","","Wed: 10:00 AM - 11:00 AM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Project Create - Anthony House","Food pantry. ","","73 Lenox Avenue","NEW YORK","NY","10026","(212) 663-1975","","Wed: 10:00 AM - 12:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Project Hope Charities Inc","Food pantry. ","","170-20 140th Ave","JAMAICA","NY","11434","(718) 323-2918","","Sat: 11:00 AM - 1:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Project Hospitality, Inc","Food pantry.","","514 Bay Street","STATEN ISLAND","NY","10304","(718) 815-0800","","Tue: 9:00 AM - 11:00 AM; 1:00 PM - 3:00 PM, Thu: 9:00 AM - 11:00 AM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Project Hospitality, Inc","Soup kitchen.","","514 Bay Street","STATEN ISLAND","NY","10304","(718) 815-0800","","Tue, Thu: 12:00 PM - 1:00 PM","Call ahead.","Free.","Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Project LEAD","Food pantry with kosher food. ","","84-17 Abingdon Road","KEW GARDENS","NY","11415","(718) 495-6210","","Sun: 8:30 AM - 10:30 AM","Call ahead.","Free.","Food Pantry, Kosher Diet","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Queens North Family Center","Food pantry.","","23-40 Astoria Boulevard","ASTORIA","NY","11102","(718) 726-9790","","Tue: 9:30 AM - 12:00 PM; Fri: 9:30 AM - 12:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Quincy Community Service","Soup kitchen.","","84 Quincy Street","BROOKLYN","NY","11238","(718) 638-5227","","Wed: 12:00 PM - 2:00 PM","Call ahead.","Free.","Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"RHOW Brooklyn Inc","Food pantry. This location is closed on the 1st Saturday of each month.","","360 Schermerhorn Street","BROOKLYN","NY","11217","(718) 875-1858","","Sat: 9:00 AM - 10:30 AM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Rauschenbusch Metro Ministries, Inc","Food pantry. This location is closed on the 5th Saturday of each month.","","410 West 40th Street","NEW YORK","NY","10018","(212) 594-4464","","Sat: 11:00 AM - 11:30 AM ","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Reaching - Out Community Services, Inc","Food pantry.","","7708 New Utrecht Avenue","BROOKLYN","NY","11214","(718) 373-4565","","Mon - Wed: 10:30 AM - 4:30 PM, Thur: 10:30 AM - 6:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Rescue Ministry or Ministerio Rescate Inc","Food pantry.","","2083 Richmond Terrace","STATEN ISLAND","NY","10302","(718) 448-4454","","Tue: 12:00 AM - 1:00 PM; Thu: 12:00 AM - 1:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Resources Center for Community Services","Food pantry.","","402 East 152 Street","BRONX","NY","10455","(718) 402-1212","","Wed: 11:00 AM - 1:00 PM, 5:00 PM - 7:00 PM; Thu: 9:30 AM - 11:00 AM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Resurrection and Life Pentecostal Church","Food pantry.","","870 East 163rd Street","BRONX","NY","10459","(718) 617-2399","","Tue: 12:00 PM - 1:00 PM; Sat: 10:00 AM - 12:00 PM; Sun: 1:00 PM - 2:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"River Fund","Food pantry.","","89-11 Lefferts Boulevard ","RICHMOND HILL","NY","11418","(718) 441-1125","","Sat: 8:00 AM - 11:00 AM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Riverside Church Food Pantry","Food pantry.","","91 Claremont Avenue","NEW YORK","NY","10027","(212) 870-6760","","Tue - Fri: 09:30 AM - 1:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Rush Temple African Methodist Episcopal Church Food Provider","Food pantry.","","119-48 Sutphin Boulevard","JAMAICA","NY","11434","(718) 529-5719","","Tue: 9:00 AM - 10:00 AM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Saint Stephen Outreach, Inc Food Provider","Food pantry.","","874 Myrtle Avenue","BROOKLYN","NY","11206","(718) 938-4532","","Wed, Fri: 9:00 AM - 10:30 AM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Saint Stephen Outreach, Inc Food Provider II","Soup kitchen.","","874 Myrtle Avenue","BROOKLYN","NY","11206","(718) 938-4532","","Mon - Fri: 11:00 AM - 1:00 PM","Call ahead.","Free.","Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Saint Teresa Church - Saint Vincent Depaul Society","Food pantry.","","50-20 45th Street","WOODSIDE","NY","11377","(718) 784-2123","","Tue: 6:00 PM - 7:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Saint Teresa of Avila","Food pantry.","","560 Sterling Place","BROOKLYN","NY","11238","(718) 622-3652","","Thu: 8:00 AM - 11:00 AM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Salem United Methodist Church","Soup kitchen.","","2190 Adam Clayton Powell Jr Boulevard","NEW YORK","NY","10026","(212) 278-2700","","Wed: 12:30 PM - 3:00 PM","Call ahead.","Free.","Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Salem United Methodist Church Food Pantry","Food pantry.","","2190 Adam Clayton Powell Jr Boulevard","NEW YORK","NY","10027","(212) 678-2700","","Fri: 11:00 AM - 1:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Salt and Sea Mission Church","Food pantry.","","2417-2419 Stillwell Ave","BROOKLYN","NY","11223","(718) 373-3576","","Tues, Thu: 12:00 PM - 2:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Second St Paul Church of Christ Disciple of Christ Inc","Food pantry.","","1048 Sutter Avenue","BROOKLYN","NY","11208","(718) 235-8922","","Sat: 10:00 AM - 11:00 AM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Sephardic Bikur Holim Food Pantry","Food pantry with kosher food. ","","425 Kings Highway","BROOKLYN","NY","11223","(718) 787-1100 x354","","Mon, Wed: 9:00 AM - 12:30 PM; Tue, Thu: 9:00 AM - 12:30 PM, 2:00 PM - 3:30 PM; Fri: 9:00 AM - 11:00 AM ","Call ahead.","Free.","Food Pantry, Kosher Diet","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Shalom Senior Center Food Provider","Food pantry with kosher food.","","483 Albany Avenue","BROOKLYN","NY","11203","(718) 774-9213","","Mon - Thur: 2:00 PM - 3:00 PM, Fri: 1:00 PM - 2:00 PM","Call ahead.","Free.","Food Pantry, Kosher Diet","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Shiloh Church of Christ","Food pantry.","","5-7 West 128th Street","NEW YORK","NY","10027","(212) 534-7292","","Thu: 12:00 PM - 2:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Shiloh Church of Christ","Soup kitchen.","","5-7 West 128th Street","NEW YORK","NY","10027","(212) 534-7292","","Thu: 12:00 PM - 2:00 PM","Call ahead.","Free.","Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Shiloh Seventh Day Adventist","Food pantry.","","449 Eastern Parkway","BROOKLYN","NY","11216","(718) 771-4103","","Thu: 9:30 AM - 11:30 AM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
